tourney_id,tourney_name,surface,tourney_date,tourney_spectators,tourney_revenue
2016-W-C10-EGY-07A-2016,sharm el sheikh  10k,Hard,2016-02-22,3718.0,484536.32
2016-W-C10-EGY-08A-2016,sharm el sheikh  10k,Hard,2016-02-29,2749.0,628274.67
2016-W-C10-EGY-09A-2016,sharm el sheikh  10k,Hard,2016-03-07,2111.0,319349.63
2016-W-C10-EGY-10A-2016,sharm el sheikh  10k,Hard,2016-03-14,2877.0,603688.99
2016-W-C10-EGY-11A-2016,sharm el sheikh  10k,Hard,2016-03-21,2675.0,588992.77
2016-W-C10-EGY-12A-2016,sharm el sheikh  10k,Hard,2016-03-28,2484.0,426306.26
2016-W-C10-EGY-13A-2016,sharm el sheikh  10k,Hard,2016-04-04,3483.0,683977.84
2016-W-C10-EGY-14A-2016,sharm el sheikh  10k,Hard,2016-04-11,2441.0,452967.29
2016-W-C10-EGY-15A-2016,sharm el sheikh  10k,Hard,2016-04-18,3288.0,632348.27
2016-W-C10-EGY-16A-2016,sharm el sheikh  10k,Hard,2016-04-25,3070.0,700119.55
2016-W-C10-EGY-17A-2016,sharm el sheikh  10k,Hard,2016-05-02,2506.0,485555.87
2016-W-C10-EGY-18A-2016,sharm el sheikh  10k,Hard,2016-05-09,3821.0,733292.91
2016-W-C10-EGY-19A-2016,sharm el sheikh  10k,Hard,2016-05-16,3530.0,907431.85
2016-W-C10-EGY-21A-2016,sharm el sheikh  10k,Hard,2016-05-30,2853.0,513142.07
2016-W-C10-EGY-22A-2016,sharm el sheikh  10k,Hard,2016-06-06,1355.0,259653.03
2016-W-C10-EGY-23A-2016,sharm el sheikh  10k,Hard,2016-06-13,2964.0,539783.64
2016-W-C10-EGY-24A-2016,sharm el sheikh  10k,Hard,2016-06-20,2426.0,571143.25
2016-W-C10-EGY-25A-2016,sharm el sheikh  10k,Hard,2016-06-27,3650.0,812546.35
2016-W-C10-EGY-26A-2016,sharm el sheikh  10k,Hard,2016-07-04,3508.0,691288.39
2016-W-C10-EGY-27A-2016,sharm el sheikh  10k,Hard,2016-07-11,2591.0,410634.86
2016-W-C10-EGY-28A-2016,sharm el sheikh  10k,Hard,2016-07-18,3407.0,491255.67
2016-W-C10-EGY-29A-2016,sharm el sheikh  10k,Hard,2016-07-25,4068.0,573914.8
2016-W-C10-EGY-30A-2016,sharm el sheikh  10k,Hard,2016-08-01,3317.0,758857.56
2016-W-C10-EGY-31A-2016,sharm el sheikh  10k,Hard,2016-08-08,3033.0,573193.63
2016-W-C10-EGY-32A-2016,sharm el sheikh  10k,Hard,2016-08-15,3057.0,701918.85
2016-W-C10-EGY-33A-2016,sharm el sheikh  10k,Hard,2016-08-22,3244.0,684116.31
2016-W-C10-EGY-34A-2016,sharm el sheikh  10k,Hard,2016-08-29,3514.0,750728.15
2016-W-C10-EGY-35A-2016,sharm el sheikh  10k,Hard,2016-09-05,4066.0,827348.68
2016-W-C10-EGY-36A-2016,sharm el sheikh  10k,Hard,2016-09-12,2603.0,537023.35
2016-W-C10-EGY-37A-2016,sharm el sheikh  10k,Hard,2016-09-19,2752.0,590185.21
2016-W-C10-EGY-38A-2016,sharm el sheikh  10k,Hard,2016-09-26,2694.0,431658.13
2016-W-C10-EGY-39A-2016,sharm el sheikh  10k,Hard,2016-10-03,2495.0,494385.97
2016-W-C10-EGY-40A-2016,sharm el sheikh  10k,Hard,2016-10-10,3319.0,879131.67
2016-W-C10-EGY-41A-2016,sharm el sheikh  10k,Hard,2016-10-24,3271.0,562405.42
2016-W-C10-EGY-42A-2016,sharm el sheikh  10k,Hard,2016-10-31,1826.0,287351.49
2016-W-C10-EGY-43A-2016,sharm el sheikh  10k,Hard,2016-11-07,3133.0,521492.06
2016-W-C10-EGY-44A-2016,sharm el sheikh  10k,Hard,2016-11-14,2360.0,388631.87
2016-W-C10-EGY-45A-2016,sharm el sheikh  10k,Hard,2016-11-21,2318.0,472231.31
2016-W-C10-EGY-46A-2016,cairo  10k,Clay,2016-11-28,3530.0,864031.05
2016-W-C10-EGY-47A-2016,cairo  10k,Clay,2016-12-05,3186.0,459969.85
2016-W-C10-EGY-48A-2016,cairo  10k,Clay,2016-12-12,4442.0,852645.03
2016-W-C10-ESP-01A-2016,palmanova  10k,Clay,2016-02-15,2547.0,564470.61
2016-W-C10-ESP-02A-2016,palmanova  10k,Clay,2016-02-22,1816.0,398234.45
2016-W-C10-ESP-03A-2016,tarragona  10k,Clay,2016-02-29,3297.0,556997.83
2016-W-C10-ESP-04A-2016,la bisbal  10k,Clay,2016-05-23,3441.0,853509.31
2016-W-C10-ESP-05A-2016,madrid  10k,Clay,2016-05-30,3241.0,581085.5
2016-W-C10-ESP-06A-2016,monzon  10k,Hard,2016-05-09,4241.0,1075239.86
2016-W-C10-ESP-07A-2016,madrid  10k,Clay,2016-06-06,2676.0,454457.45
2016-W-C10-ESP-08A-2016,getxo  10k,Clay,2016-07-04,3034.0,694053.85
2016-W-C10-ESP-09A-2016,el espinar segovia  10k,Hard,2016-07-25,3296.0,664119.15
2016-W-C10-ESP-10A-2016,don benito badajoz  10k,Carpet,2016-07-18,3392.0,644934.15
2016-W-C10-ESP-11A-2016,valladolid  10k,Hard,2016-08-01,3537.0,884900.71
2016-W-C10-ESP-12A-2016,las palmas de gran canaria  10k,Clay,2016-08-08,4812.0,1074140.32
2016-W-C10-ESP-13A-2016,las palmas de gran canaria  10k,Clay,2016-08-15,3001.0,753530.43
2016-W-C10-ESP-14A-2016,madrid  10k,Hard,2016-09-19,3507.0,816057.33
2016-W-C10-ESP-15A-2016,melilla  10k,Clay,2016-09-26,2374.0,501327.27
2016-W-C10-ESP-16A-2016,madrid  10k,Hard,2016-09-12,2454.0,480872.8
2016-W-C10-ESP-16B-2016,telde  10k,Clay,2016-10-03,3265.0,665241.71
2016-W-C10-ESP-17A-2016,vinaros  10k,Clay,2016-11-07,3214.0,693299.75
2016-W-C10-ESP-18A-2016,benicarlo  10k,Clay,2016-11-14,2464.0,555726.9
2016-W-C10-ESP-19A-2016,castellon  10k,Clay,2016-11-28,3501.0,699846.45
2016-W-C10-ESP-20A-2016,nules  10k,Clay,2016-12-05,3447.0,635255.02
2016-W-C10-EST-01A-2016,parnu  10k,Clay,2016-07-25,2486.0,449924.45
2016-W-C10-FIN-01A-2016,tampere  10k,Clay,2016-07-18,3429.0,767257.24
2016-W-C10-FIN-02A-2016,savitaipale  10k,Clay,2016-07-25,3756.0,584086.41
2016-W-C10-FIN-03A-2016,helsinki  10k,Hard,2016-11-14,3909.0,881723.71
2016-W-C10-FRA-02A-2016,petit bourg guadeloupe  10k,Hard,2016-01-18,3395.0,684089.38
2016-W-C10-FRA-03A-2016,saint martin guadeloupe  10k,Hard,2016-01-25,3824.0,817342.98
2016-W-C10-FRA-04A-2016,macon  10k,Hard,2016-02-29,4207.0,922920.04
2016-W-C10-FRA-05A-2016,amiens  10k,Clay,2016-03-07,3725.0,547581.3
2016-W-C10-FRA-06A-2016,gonesse  10k,Clay,2016-03-14,3442.0,648578.9
2016-W-C10-FRA-07A-2016,le havre  10k,Clay,2016-03-21,2979.0,596278.9
2016-W-C10-FRA-08A-2016,dijon  10k,Hard,2016-04-11,3899.0,677087.67
2016-W-C10-FRA-09A-2016,la reunion  10k,Hard,2016-06-06,1983.0,386522.26
2016-W-C10-FRA-10A-2016,saint gervais  10k,Clay,2016-07-18,4422.0,754486.33
2016-W-C10-GBR-01A-2016,glasgow  10k,Hard,2016-02-01,2251.0,416902.2
2016-W-C10-GBR-02A-2016,sunderland  10k,Hard,2016-02-08,3212.0,733801.82
2016-W-C10-GBR-03A-2016,wirral  10k,Hard,2016-02-15,3397.0,679145.11
2016-W-C10-GBR-04A-2016,nottingham  10k,Hard,2016-09-19,3487.0,683604.63
2016-W-C10-GBR-04B-2016,roehampton  10k,Hard,2016-09-26,3765.0,774589.43
2016-W-C10-GBR-05A-2016,loughborough  10k,Hard,2016-10-24,4622.0,927199.12
2016-W-C10-GBR-06A-2016,sheffield  10k,Hard,2016-10-31,4123.0,637965.56
2016-W-C10-GBR-07A-2016,shrewsbury  10k,Hard,2016-11-07,3388.0,881432.14
2016-W-C10-GEO-03A-2016,batumi  10k,Clay,2016-08-29,4337.0,794712.91
2016-W-C10-GER-01A-2016,stuttgart stammheim  10k,Hard,2016-01-11,2707.0,339010.56
2016-W-C10-GER-02A-2016,kaltenkirchen  10k,Clay,2016-06-20,3729.0,533096.38
2016-W-C10-GER-03A-2016,nuernberg  10k,Clay,2016-08-22,4803.0,1056868.04
2016-W-C10-GER-04A-2016,ismaning  10k,Carpet,2016-10-17,3191.0,679564.52
2016-W-C10-GRE-01A-2016,heraklion  10k,Hard,2016-03-21,2469.0,488459.5
2016-W-C10-GRE-02A-2016,heraklion  10k,Hard,2016-03-28,3259.0,715578.76
2016-W-C10-GRE-03A-2016,heraklion  10k,Hard,2016-04-04,2879.0,633929.15
2016-W-C10-GRE-04A-2016,heraklion  10k,Hard,2016-04-11,3054.0,480504.86
2016-W-C10-GRE-05A-2016,heraklion  10k,Hard,2016-04-18,4139.0,683452.08
2016-W-C10-GRE-06A-2016,heraklion  10k,Hard,2016-04-25,3212.0,664993.72
2016-W-C10-GRE-11A-2016,heraklion  10k,Hard,2016-10-24,3578.0,604850.44
2016-W-C10-GRE-12A-2016,heraklion  10k,Hard,2016-10-31,2270.0,476207.73
2016-W-C10-GRE-13A-2016,heraklion  10k,Hard,2016-11-07,3033.0,688693.92
2016-W-C10-GRE-14A-2016,heraklion  10k,Hard,2016-11-14,2778.0,616429.16
2016-W-C10-GRE-15A-2016,heraklion  10k,Hard,2016-11-21,2369.0,474332.47
2016-W-C10-HKG-01A-2016,hong kong  10k,Hard,2016-07-11,2052.0,416913.58
2016-W-C10-HKG-02A-2016,hong kong  10k,Hard,2016-07-18,2484.0,524672.21
2016-W-C10-HUN-01A-2016,gyor  10k,Clay,2016-04-25,2507.0,464280.97
2016-W-C10-HUN-02A-2016,gyor  10k,Clay,2016-05-02,3612.0,705314.69
2016-W-C10-INA-01A-2016,tarakan  10k,Hard,2016-10-03,1813.0,347418.89
2016-W-C10-INA-02A-2016,jakarta  10k,Hard,2016-10-10,3162.0,473979.59
2016-W-C10-IND-01A-2016,pune  10k,Hard,2016-10-24,4444.0,759730.64
2016-W-C10-IND-02A-2016,solapur  10k,Hard,2016-12-05,2490.0,513876.87
2016-W-C10-ISR-01A-2016,tel aviv ramat gan  10k,Hard,2016-05-16,2439.0,570528.08
2016-W-C10-ISR-02A-2016,tel aviv ramat gan  10k,Hard,2016-05-23,2510.0,461027.0
2016-W-C10-ISR-03A-2016,kiryat shmona  10k,Hard,2016-05-30,2483.0,558147.6
2016-W-C10-ISR-04A-2016,akko  10k,Hard,2016-06-06,4201.0,692408.88
2016-W-C10-ISR-05A-2016,ashkelon  10k,Hard,2016-09-12,2872.0,611373.3
2016-W-C10-ISR-06A-2016,tiberias  10k,Hard,2016-09-26,2501.0,467230.36
2016-W-C10-ISR-06B-2016,kiryat gat  10k,Hard,2016-09-19,3317.0,637582.04
2016-W-C10-ISR-07A-2016,ramat hasharon  10k,Hard,2016-10-03,3682.0,712488.85
2016-W-C10-ISR-08A-2016,tel aviv ramat gan  10k,Hard,2016-11-28,3580.0,798747.84
2016-W-C10-ISR-09A-2016,tel aviv ramat gan  10k,Hard,2016-12-05,2995.0,617768.82
2016-W-C10-ITA-02A-2016,santa margherita di pula  10k,Clay,2016-04-11,2012.0,375861.73
2016-W-C10-ITA-03A-2016,santa margherita di pula  10k,Clay,2016-04-18,2878.0,505112.18
2016-W-C10-ITA-04A-2016,santa margherita di pula  10k,Clay,2016-04-25,3414.0,554905.77
2016-W-C10-ITA-05A-2016,santa margherita di pula  10k,Clay,2016-05-02,2638.0,531165.94
2016-W-C10-ITA-06A-2016,santa margherita di pula  10k,Clay,2016-05-09,3760.0,952464.7
2016-W-C10-ITA-06B-2016,santa margherita di pula  10k,Clay,2016-10-17,2671.0,480644.78
2016-W-C10-ITA-07A-2016,sassuolo  10k,Clay,2016-06-13,2824.0,568543.15
2016-W-C10-ITA-07B-2016,santa margherita di pula  10k,Clay,2016-10-24,2643.0,646954.99
2016-W-C10-ITA-08A-2016,schio  10k,Clay,2016-07-18,2659.0,393361.98
2016-W-C10-ITA-10A-2016,tarvisio  10k,Clay,2016-08-01,3085.0,626342.21
2016-W-C10-ITA-11A-2016,aprilia  10k,Clay,2016-08-08,3363.0,540021.22
2016-W-C10-ITA-12A-2016,sezze  10k,Clay,2016-08-15,2749.0,473311.56
2016-W-C10-ITA-13A-2016,trieste  10k,Clay,2016-08-29,2823.0,602317.05
2016-W-C10-ITA-15A-2016,santa margherita di pula  10k,Clay,2016-09-19,2492.0,429885.84
2016-W-C10-ITA-16A-2016,santa margherita di pula  10k,Clay,2016-09-26,2309.0,578362.49
2016-W-C10-ITA-17A-2016,santa margherita di pula  10k,Clay,2016-10-31,2084.0,358361.69
2016-W-C10-ITA-18A-2016,cordenons  10k,Carpet,2016-11-28,2682.0,524087.04
2016-W-C10-ITA-19A-2016,ortisei  10k,Hard,2016-12-05,3139.0,572633.18
2016-W-C10-ITA-20A-2016,solarino  10k,Carpet,2016-11-07,2980.0,564423.07
2016-W-C10-ITA-21A-2016,solarino  10k,Carpet,2016-11-14,3458.0,691310.57
2016-W-C10-ITA-22A-2016,solarino  10k,Carpet,2016-11-21,2931.0,608800.7
2016-W-C10-JPN-02A-2016,nishi tama  10k,Hard,2016-03-21,2912.0,600541.12
2016-W-C10-JPN-04A-2016,kyoto  10k,Hard,2016-09-05,3080.0,560302.89
2016-W-C10-KAZ-01A-2016,astana  10k,Hard,2016-01-18,3026.0,569198.14
2016-W-C10-KAZ-02A-2016,shymkent  10k,Clay,2016-04-18,3581.0,847182.56
2016-W-C10-KAZ-03A-2016,shymkent  10k,Clay,2016-04-25,3930.0,968877.06
2016-W-C10-KAZ-04A-2016,astana  10k,Hard,2016-07-18,3898.0,700254.26
2016-W-C10-KAZ-04B-2016,shymkent  10k,Clay,2016-09-19,3550.0,664716.57
2016-W-C10-KAZ-05A-2016,shymkent  10k,Clay,2016-09-26,2976.0,563273.56
2016-W-C10-KAZ-06A-2016,shymkent  10k,Clay,2016-10-03,4110.0,675997.73
2016-W-C10-KOR-02A-2016,sangju  10k,Hard,2016-06-20,3358.0,732797.81
2016-W-C10-KOR-03A-2016,gimcheon  10k,Hard,2016-06-27,2903.0,603234.93
2016-W-C10-KOR-04A-2016,gimcheon  10k,Hard,2016-07-04,3427.0,648897.49
2016-W-C10-KOR-05A-2016,gimcheon  10k,Hard,2016-07-11,1969.0,394358.81
2016-W-C10-KOR-06A-2016,yeongwol  10k,Hard,2016-08-29,3515.0,810152.0
2016-W-C10-KOR-07A-2016,yeongwol  10k,Hard,2016-09-05,3768.0,622610.98
2016-W-C10-LUX-01A-2016,petange  10k,Hard,2016-09-12,4152.0,804414.81
2016-W-C10-MAR-01A-2016,casablanca  10k,Clay,2016-10-31,3018.0,606488.96
2016-W-C10-MAR-02A-2016,casablanca  10k,Clay,2016-11-07,3478.0,573117.72
2016-W-C10-MAR-03A-2016,rabat  10k,Clay,2016-11-14,2670.0,580148.81
2016-W-C10-MAR-04A-2016,casablanca  10k,Clay,2016-12-12,2365.0,417434.53
2016-W-C10-MAR-05A-2016,casablanca  10k,Clay,2016-12-19,2946.0,456240.11
2016-W-C10-MDA-01A-2016,chisinau  10k,Clay,2016-09-26,4185.0,802118.12
2016-W-C10-MDA-02A-2016,chisinau  10k,Clay,2016-10-03,3388.0,682276.36
2016-W-C10-MEX-06A-2016,leon  10k,Hard,2016-03-28,3128.0,707547.15
2016-W-C10-MEX-07A-2016,mexico city  10k,Hard,2016-10-03,4099.0,1057973.21
2016-W-C10-MRI-01A-2016,grand baie la croisette  10k,Hard,2016-06-13,2436.0,499950.69
2016-W-C10-MRI-02A-2016,grand baie la croisette  10k,Hard,2016-06-20,3445.0,710003.74
2016-W-C10-NED-01A-2016,alkmaar  10k,Clay,2016-06-13,3533.0,730314.7
2016-W-C10-NED-02A-2016,breda  10k,Clay,2016-06-20,2113.0,498162.7
2016-W-C10-NED-03A-2016,amstelveen  10k,Clay,2016-07-04,2946.0,619386.77
2016-W-C10-NED-04A-2016,oldenzaal  10k,Clay,2016-08-15,3324.0,658006.4
2016-W-C10-NED-05A-2016,rotterdam  10k,Clay,2016-08-22,3663.0,484009.19
2016-W-C10-NED-06A-2016,schoonhoven  10k,Clay,2016-08-29,2810.0,587954.93
2016-W-C10-NED-07A-2016,alphen a d rijn  10k,Clay,2016-09-05,1655.0,314721.53
2016-W-C10-NOR-02A-2016,oslo  10k,Hard,2016-10-31,3225.0,591859.8
2016-W-C10-POL-01A-2016,warsaw  10k,Clay,2016-05-23,3256.0,531890.51
2016-W-C10-POL-02A-2016,szczawno zdroj  10k,Clay,2016-05-30,3966.0,909023.87
2016-W-C10-POL-03A-2016,puszczykowo  10k,Hard,2016-06-06,3268.0,640697.5
2016-W-C10-POR-01A-2016,oeiras  10k,Clay,2016-06-13,3255.0,798433.86
2016-W-C10-POR-02A-2016,cantanhede  10k,Carpet,2016-06-20,4616.0,967016.33
2016-W-C10-POR-03A-2016,amarante  10k,Hard,2016-06-27,2041.0,453979.38
2016-W-C10-POR-04A-2016,lisbon  10k,Hard,2016-07-04,2927.0,569923.56
2016-W-C10-POR-05A-2016,ponta delgada azores  10k,Hard,2016-09-05,2610.0,389487.64
2016-W-C10-POR-06A-2016,ponta delgada azores  10k,Hard,2016-09-12,3678.0,760674.62
2016-W-C10-POR-09A-2016,porto  10k,Clay,2016-10-03,3505.0,688527.45
2016-W-C10-ROU-01A-2016,galati  10k,Clay,2016-05-16,2595.0,554805.92
2016-W-C10-ROU-02A-2016,galati  10k,Clay,2016-05-23,3046.0,543734.7
2016-W-C10-ROU-03A-2016,galati  10k,Clay,2016-05-30,3729.0,724087.23
2016-W-C10-ROU-04A-2016,focsani  10k,Clay,2016-06-27,2548.0,570132.06
2016-W-C10-ROU-05A-2016,iasi  10k,Clay,2016-07-04,2155.0,331070.7
2016-W-C10-ROU-06A-2016,targu jiu  10k,Clay,2016-07-18,3124.0,577964.52
2016-W-C10-ROU-07A-2016,targu jiu  10k,Clay,2016-07-25,3000.0,510809.0
2016-W-C10-ROU-08A-2016,targu jiu  10k,Clay,2016-08-01,3704.0,719628.74
2016-W-C10-ROU-09A-2016,arad  10k,Clay,2016-08-08,3676.0,576760.9
2016-W-C10-ROU-10A-2016,galati  10k,Clay,2016-08-15,3518.0,715434.79
2016-W-C10-ROU-11A-2016,bucharest  10k,Clay,2016-08-22,3536.0,645065.12
2016-W-C10-RSA-01A-2016,stellenbosch  10k,Hard,2016-10-31,3594.0,562755.64
2016-W-C10-RSA-02A-2016,stellenbosch  10k,Hard,2016-11-07,4175.0,900092.17
2016-W-C10-RSA-03A-2016,stellenbosch  10k,Hard,2016-11-14,2849.0,567678.8
2016-W-C10-RUS-01A-2016,khimki  10k,Hard,2016-05-02,3531.0,674659.78
2016-W-C10-RUS-02A-2016,kazan  10k,Clay,2016-06-27,3430.0,526028.32
2016-W-C10-RUS-03A-2016,moscow  10k,Clay,2016-08-08,4352.0,925180.14
2016-W-C10-RUS-04A-2016,moscow  10k,Clay,2016-08-15,4720.0,922822.77
2016-W-C10-SLO-01A-2016,velenje  10k,Clay,2016-06-06,3996.0,563526.85
2016-W-C10-SLO-02A-2016,maribor  10k,Clay,2016-06-13,2829.0,618930.91
2016-W-C10-SLO-03A-2016,maribor  10k,Clay,2016-06-20,3411.0,653049.86
2016-W-C10-SRB-01A-2016,nis  10k,Clay,2016-07-04,889.0,170766.6
2016-W-C10-SRB-02A-2016,prokuplje  10k,Clay,2016-07-11,3025.0,655820.71
2016-W-C10-SRB-03A-2016,prokuplje  10k,Clay,2016-07-18,3251.0,722497.74
2016-W-C10-SRB-04A-2016,palic  10k,Clay,2016-07-25,2908.0,449136.54
2016-W-C10-SRB-05A-2016,vrnjacka banja  10k,Clay,2016-08-29,3778.0,933054.33
2016-W-C10-SUI-01A-2016,caslano  10k,Clay,2016-08-22,4218.0,762808.62
2016-W-C10-SUI-02A-2016,sion  10k,Clay,2016-08-29,3395.0,625211.55
2016-W-C10-SVK-01A-2016,trnava  10k,Hard,2016-02-08,4735.0,863337.81
2016-W-C10-SVK-02A-2016,slovenska lupca  10k,Clay,2016-08-15,3444.0,697866.57
2016-W-C10-SWE-01A-2016,bastad  10k,Clay,2016-05-09,3374.0,608897.84
2016-W-C10-SWE-02A-2016,bastad  10k,Clay,2016-05-16,3212.0,687668.01
2016-W-C10-SWE-03A-2016,stockholm  10k,Hard,2016-10-31,4243.0,660650.36
2016-W-C10-SWE-04A-2016,stockholm  10k,Hard,2016-10-24,2835.0,435627.05
2016-W-C10-THA-01A-2016,hua hin  10k,Hard,2016-10-03,2636.0,470389.38
2016-W-C10-THA-02A-2016,hua hin  10k,Hard,2016-10-10,3169.0,563109.13
2016-W-C10-THA-03A-2016,hua hin  10k,Hard,2016-10-17,3760.0,643835.21
2016-W-C10-THA-04A-2016,hua hin  10k,Hard,2016-11-21,3145.0,814802.76
2016-W-C10-THA-05A-2016,hua hin  10k,Hard,2016-11-28,4154.0,869400.99
2016-W-C10-TPE-01A-2016,kaohsiung  10k,Hard,2016-06-13,4587.0,1050053.77
2016-W-C10-TPE-02A-2016,kaohsiung  10k,Hard,2016-06-20,2519.0,534502.89
2016-W-C10-TUN-01A-2016,hammamet  10k,Clay,2016-01-11,3667.0,992221.32
2016-W-C10-TUN-02A-2016,hammamet  10k,Clay,2016-01-18,3183.0,523512.13
2016-W-C10-TUN-03A-2016,hammamet  10k,Clay,2016-01-25,2658.0,490212.27
2016-W-C10-TUN-04A-2016,hammamet  10k,Clay,2016-02-01,3339.0,620841.04
2016-W-C10-TUN-05A-2016,hammamet  10k,Clay,2016-02-08,2638.0,468827.3
2016-W-C10-TUN-06A-2016,hammamet  10k,Clay,2016-02-15,1694.0,315296.86
2016-W-C10-TUN-07A-2016,hammamet  10k,Clay,2016-02-22,3749.0,710097.18
2016-W-C10-TUN-08A-2016,hammamet  10k,Clay,2016-02-29,2905.0,663329.71
2016-W-C10-TUN-09A-2016,hammamet  10k,Clay,2016-03-07,3898.0,816138.11
2016-W-C10-TUN-10A-2016,hammamet  10k,Clay,2016-03-14,2702.0,463689.33
2016-W-C10-TUN-11A-2016,hammamet  10k,Clay,2016-03-21,3802.0,671246.71
2016-W-C10-TUN-12A-2016,hammamet  10k,Clay,2016-03-28,4252.0,859359.75
2016-W-C10-TUN-13A-2016,hammamet  10k,Clay,2016-04-04,2921.0,621941.84
2016-W-C10-TUN-14A-2016,hammamet  10k,Clay,2016-04-11,2775.0,569591.37
2016-W-C10-TUN-15A-2016,hammamet  10k,Clay,2016-04-18,3071.0,672658.04
2016-W-C10-TUN-16A-2016,hammamet  10k,Clay,2016-04-25,3510.0,598738.72
2016-W-C10-TUN-18A-2016,hammamet  10k,Clay,2016-05-16,2328.0,421009.98
2016-W-C10-TUN-19A-2016,hammamet  10k,Clay,2016-05-23,4072.0,842482.66
2016-W-C10-TUN-20A-2016,hammamet  10k,Clay,2016-05-30,3243.0,718764.1
2016-W-C10-TUN-21A-2016,hammamet  10k,Clay,2016-09-05,3850.0,785140.33
2016-W-C10-TUN-22A-2016,hammamet  10k,Clay,2016-09-12,3400.0,786307.97
2016-W-C10-TUN-23A-2016,hammamet  10k,Clay,2016-09-19,2307.0,436459.94
2016-W-C10-TUN-24A-2016,hammamet  10k,Clay,2016-09-26,4479.0,818185.7
2016-W-C10-TUN-25A-2016,hammamet  10k,Clay,2016-10-03,2559.0,499038.83
2016-W-C10-TUN-26A-2016,hammamet  10k,Clay,2016-10-10,2615.0,559792.1
2016-W-C10-TUN-27A-2016,hammamet  10k,Clay,2016-10-17,3499.0,641252.24
2016-W-C10-TUN-28A-2016,hammamet  10k,Clay,2016-10-24,3002.0,601608.29
2016-W-C10-TUN-29A-2016,hammamet  10k,Clay,2016-10-31,3189.0,522764.03
2016-W-C10-TUN-30A-2016,hammamet  10k,Clay,2016-11-07,1748.0,334818.88
2016-W-C10-TUN-31A-2016,hammamet  10k,Clay,2016-11-14,2913.0,736795.58
2016-W-C10-TUN-32A-2016,hammamet  10k,Clay,2016-11-21,2157.0,434166.93
2016-W-C10-TUN-33A-2016,hammamet  10k,Clay,2016-11-28,3023.0,563951.18
2016-W-C10-TUN-34A-2016,hammamet  10k,Clay,2016-12-05,2477.0,485452.8
2016-W-C10-TUN-35A-2016,hammamet  10k,Clay,2016-12-12,2953.0,716555.72
2016-W-C10-TUR-01A-2016,antalya  10k,Clay,2016-01-04,3343.0,635146.09
2016-W-C10-TUR-02A-2016,antalya  10k,Clay,2016-01-11,3378.0,599854.91
2016-W-C10-TUR-03A-2016,antalya  10k,Clay,2016-01-18,4483.0,781551.05
2016-W-C10-TUR-04A-2016,antalya  10k,Clay,2016-01-25,3034.0,701480.07
2016-W-C10-TUR-05A-2016,antalya  10k,Clay,2016-02-01,3036.0,521973.03
2016-W-C10-TUR-06A-2016,antalya  10k,Clay,2016-02-08,2781.0,643847.16
2016-W-C10-TUR-07A-2016,antalya  10k,Clay,2016-02-15,2843.0,540646.26
2016-W-C10-TUR-08A-2016,antalya  10k,Clay,2016-02-22,4426.0,741224.78
2016-W-C10-TUR-09A-2016,antalya  10k,Clay,2016-02-29,3458.0,910068.77
2016-W-C10-TUR-10A-2016,antalya  10k,Clay,2016-03-07,2593.0,537194.65
2016-W-C10-TUR-11A-2016,antalya  10k,Clay,2016-03-14,2935.0,677786.0
2016-W-C10-TUR-12A-2016,antalya  10k,Hard,2016-03-21,4387.0,1133493.13
2016-W-C10-TUR-13A-2016,antalya  10k,Hard,2016-03-28,3494.0,660027.6
2016-W-C10-TUR-14A-2016,antalya  10k,Hard,2016-04-04,3948.0,638882.72
2016-W-C10-TUR-15A-2016,antalya  10k,Hard,2016-04-11,3430.0,660154.27
2016-W-C10-TUR-17A-2016,manisa  10k,Clay,2016-04-25,2507.0,449454.69
2016-W-C10-TUR-18A-2016,antalya  10k,Hard,2016-05-02,4294.0,611874.11
2016-W-C10-TUR-20A-2016,antalya  10k,Hard,2016-05-16,4204.0,966665.57
2016-W-C10-TUR-21A-2016,antalya  10k,Hard,2016-05-23,3347.0,456243.44
2016-W-C10-TUR-22A-2016,antalya  10k,Hard,2016-05-30,2206.0,358615.66
2016-W-C10-TUR-23A-2016,antalya  10k,Hard,2016-06-06,3985.0,796415.16
2016-W-C10-TUR-24A-2016,antalya  10k,Hard,2016-06-13,3808.0,962850.8
2016-W-C10-TUR-25A-2016,antalya  10k,Hard,2016-06-20,3879.0,858114.38
2016-W-C10-TUR-26A-2016,antalya  10k,Hard,2016-06-27,3244.0,691491.08
2016-W-C10-TUR-27A-2016,buca izmir  10k,Hard,2016-07-04,3003.0,644901.91
2016-W-C10-TUR-38B-2016,antalya  10k,Clay,2016-10-10,3417.0,675514.48
2016-W-C10-TUR-39A-2016,antalya  10k,Clay,2016-10-17,3298.0,708609.57
2016-W-C10-TUR-39B-2016,antalya  10k,Clay,2016-10-24,2780.0,649461.0
2016-W-C10-TUR-40A-2016,antalya  10k,Clay,2016-10-31,2352.0,517904.28
2016-W-C10-TUR-41A-2016,antalya  10k,Clay,2016-11-07,3787.0,694969.79
2016-W-C10-TUR-42A-2016,antalya  10k,Clay,2016-11-14,2941.0,678368.69
2016-W-C10-TUR-43A-2016,antalya  10k,Clay,2016-11-21,2589.0,627223.02
2016-W-C10-TUR-44A-2016,antalya  10k,Clay,2016-11-28,2734.0,444661.09
2016-W-C10-TUR-45A-2016,antalya  10k,Clay,2016-12-05,3031.0,646120.65
